,UCS v8.2.1 Category List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOVEMENT,MISC,MOVEMisc,MOVE,Movement sounds not fitting another category in this list.,"Miscellaneous, Moves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOVEMENT,PRESENCE,MOVEPres,MOVE,"Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","Adjust, Fidget, Light, Milling, Movement, Restless, Scuffle, Settle, Shiffling, Shift, Shuffle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,BELLS,MUSCBell,MUSC,"Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","Agogo, Agung, Babendil, Belldom, Bells, Bianzhong, Bonsho, Bourdon, Bowl, Campanology, Carillon, Cowbell, Gamelan, Gong, Hand, Handbells, Nola, Peal, Ring, Singing, Tam-Tam, Tintinnabulum, Tubular",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,BRASS,MUSCBrass,MUSC,"Brass musical instruments, trumpets, tuba, french horn.","Brassy, Bugle, Cornet, Euphonium, Euphorium, Flugelhorn, French, Horn, Mellophone, Orchestra, Sax, Saxhorn, Sousaphone, Trombone, Trumpet, Tuba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,CHIME,MUSCChim,MUSC,"Wind chimes, bell trees, Tinkerbell type magic chimes.","Bell, Chime, Chimes, Chiming, Jingle, Shimmer, Tinkle, Tintinnabulation, Tree, Twinkle, Wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,CHORAL,MUSCChor,MUSC,"Choir pieces, choral, not for 'designed type vocally stuff'.","Acappella, Aria, Cantata, Cantor, Cantus, Choir, Choirmaster, Choral, Chorale, Chorus, Church, Ensemble, Glee, Gospel, Harmony, Hymn, Madrigal, Motet, Singer, Singers, Singing, Solo, Soprano, Tenor, Unison, Vocal, Vocalist, Vocals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,EXPERIMENTAL,MUSCExpr,MUSC,"Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","Abstract, Aeolian, Armonica, Artsy, Avant-Garde, Baschet, Cactus, Cristal, Electrified, Experimental, Exploratory, Glass, Harp, Innovative, Music, Pyrophone, Radical, Stylophone, Unconventional, Wind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,INSTRUMENT,MUSCInst,MUSC,Various instruments that don't have a home in the other MUSICAL categories.,Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,KEYED,MUSCKeyd,MUSC,"Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","Accordion, Celesta, Clavichord, Clavinet, Dulcitone, Electric, Fortepiano, Harmonium, Harpsichord, Keyboard, Melodica, Organ, Organetto, Piano, Pianoforte, Regal, Rhodes, Spinet, Virginal, Wurlitzer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,LOOP,MUSCLoop,MUSC,"For looping musical phrases, sampled loops.","Drum, Loop, Looped, Loops, Music, Repeat, Repetition, Sample, Sampled, Sounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,MISC,MUSCMisc,MUSC,Music sounds not fitting another category in this list. Hopefully rarely needed.,"Harmonica, Kazoo, Miscellaneous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,PERCUSSION,MUSCPerc,MUSC,"Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","Bass, Beat, Block, Bongo, Cajon, Claves, Conga, Drum, Drumhead, Drumming, Drums, Frame, Kettle, Kettledrum, Kick, Ocean, Percussion, Percussionist, Rhythm, Set, Snare, Taiko, Timpani, Tom, Toms, Tympani, War, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,PERCUSSION TUNED,MUSCTnprc,MUSC,"Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","Balaphone, Bell, Belldom, Bianzhong, Celesta, Crotales, Drum, Glass, Glockenspiel, Handpan, Hang, Harmonica, Kalimba, Lithophone, Lyre, Mallet, Marimba, Marimbaphone, Metallophone, Musical, Saw, Steel, Vibraphone, Xylophone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,PERFORMANCE,MUSCPrfm,MUSC,"A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","Act, Auditions, Ballet, Band, Bandleader, Classical, Compositions, Concert, Concertos, Concerts, Duet, Event, Gig, Live, Musicals, Musician, Musicians, Nightclub, Orchestra, Orchestral, Performance, Performances, Performer, Performs, Philharmonic, Play, Production, Recital, Recitalist, Recitals, Show, Singers, Songwriting, Spectacle, Stage, Stageplay, Street, Symphonic, Symphony, Theatrically, Vocalists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,PLUCKED,MUSCPluck,MUSC,"Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","Acoustic, Autoharp, Balalaika, Bandore, Bandura, Banjo, Bass, Bouzouki, Cither, Dulcimer, Guitar, Guzheng, Harp, Harpist, Jaw, Kalimba, Komuz, Kora, Koto, Lute, Lyre, Mandolin, Oud, Piano, Pipa, Pizzicato, Plectrum, Psaltery, Qanun, Rebab, Rota, Samisen, Saz, Shamisen, Sitar, Tambura, Tanbur, Thumb, Twang, Uke, Ukulele, Zither",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,SAMPLE,MUSCSmpl,MUSC,"Musical samples. Single triggered samples, not loops, which has its own subcategory here.","Audio, Bit, Bite, Clip, Excerpt, Fragment, One-Shot, Portion, Raw, Samples, Section, Slice, Snippet, Sound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,SHAKEN,MUSCShake,MUSC,"Shaken musical instruments, rattles, tamourines.","Cabasa, Castanets, Chajchas, Egg, Gourd, Guiro, Katsa, Maraca, Maracas, Monkey, Rain, Rainstick, Rattles, Seed, Shaker, Shekere, Sistrum, Stick, Tambourine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,SONG & PHRASE,MUSCSong,MUSC,"Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","Anthem, Aria, Arrangement, By, Car, Chorus, Composition, Harmony, Lyric, Lyrical, Melody, Music, Musical, Part, Passage, Phrase, Piano, Player, Refrain, Riff, Ringtone, Segment, Singing, Song, Strain, Tune, Verse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,STINGER,MUSCStngr,MUSC,"A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","Accent, Fanfare, Flourish, Interjection, Jingle, Music, News, Punctuation, Stab, Sting, Title",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,STRINGED,MUSCStr,MUSC,"Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","Adagio, Bass, Bowed, Cello, Dahu, Double, Erhu, Fiddle, Hardanger, Hurdy-Gurdy, Nyckelharpa, Rebec, Viola, Violin, Violoncello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,SYNTHESIZED,MUSCSynth,MUSC,"Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","Analog, ARP, Casio, Controller, Digital, Drum, Electronic, Keyboard, Korg, Machine, MIDI, Minimoog, Modular, Moog, Oberheim, Roland, Sequencer, Synth, Synthesizer, Theremin, Virtual, Vocoder, Yamaha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,TOY,MUSCToy,MUSC,"Toys that play musical phrases, also music boxes would go here.","Box, Jack-in-the-box, Music, Musicbox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSICAL,WOODWIND,MUSCWind,MUSC,"Woodwind instruments like flute, oboe, bassoon, clarinet.","Bagpipe, Bansuri, Bass, Basset, Bassoon, Clarinet, Contrabassoon, Cornett, Duduk, English, Fife, Flageolet, Flute, Hautboy, Horn, Kaval, Krumhorn, Ney, Oboe, Pan, Piccolo, Quena, Recorder, Sarrusophone, Saxophone, Shakuhachi, Suona, Tarogato, Xaphoon, Xiao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,AVALANCHE,NATDAval,NATD,"Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","Cascades, Crevasse, Earth, Earthslide, Icefall, Icefalls, Landslide, Landslides, Landsliding, Landslip, Lavafall, Mudflow, Mudslide, Rockfall, Rockfalls, Rockslide, Rockslides, Slide, Snow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,EARTHQUAKE,NATDQuak,NATD,Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.,"Activity, Aftershock, Aftershocks, Disasters, Earth, Epicenter, Event, Fissure, Foreshock, Foreshocks, Ground, Hypocenter, Hypocentre, LFE, Quake, Quakes, Rattle, Rumble, Seism, Seismic, Seismism, Seismogram, Seismograms, Seismograph, Seismographic, Seismographs, Seismological, Seismologist, Seismologists, Seismology, Seismometer, Shake, Shakes, Shock, Tectonic, Temblor, Temblors, Tremor, Tremoring, Tremors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,MISC,NATDMisc,NATD,Natural Disaster sounds not fitting another category in this list.,"Act, Apocalypse, Armageddon, Calamity, Cataclysm, Catastrophe, Disaster, Doomsdate, Doomsday, Drought, Famine, Flood, Force, God, Majeure, Megastorm, Meltdown, Miscellaneous, Of, Superstorm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,TORNADO,NATDTorn,NATD,"Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","Cloud, Cyclone, Devil, Downburst, Downbursts, Dust, Duststorm, Duststorms, Eyewall, Funnel, Microburst, Supercell, Twister, Twisters, Updraft, Vortex, Waterspout, Waterspouts, Whirlwind, Whirlwinds, Windstorm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,TSUNAMI,NATDTsun,NATD,"Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","Catastrophic, Earthquake, Flood, Floods, Giant, Mega, Megatsunami, Sea, Sunami, Supertide, Surge, Tidal, Tsunami, Tsunamigenic, Underwater, Wave",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,TYPHOON,NATDThyp,NATD,"Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","Cyclone, Cyclones, Cyclonic, Eyewall, Flood, Floods, Hurricane, Hurricanes, Monsoon, Monsoonal, Monsoons, Severe, Storm, Storm., Storms, Strong, Surge, Tempest, Tropical, Tyfoon, Typhon, Wind, Windstorm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURAL DISASTER,VOLCANO,NATDVolc,NATD,"Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","Ash, Bombs, Caldera, Calderas, Chasma, Cloud, Crater, Cryovolcano, Erupting, Eruption, Eruptions, Eruptive, Flow, Fumarole, Geothermic, Kilauea, Lahar, Lava, Lavas, Magma, Magmasphere, Magmatic, Mantle, Pinatubo, Pyroclastic, Pyroclastics, Pyroclasts, Rhyolitic, Stratovolcano, Strombolian, Subvolcanic, Tephra, Volcanic, Volcanically, Volcanics, Volcanism, Volcanogenic, Volcanological, Volcanologist, Volcanologists, Volcanology, Vulcan, Vulcanian, Vulcanic, Vulcanism, Vulcano, Vulcanoid, Vulcanology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,BAG,OBJBag,OBJ,"Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","Back, Backpack, Briefcase, Camera, Carryall, Clutch, Courier, Drawstring, Duffel, Fanny, Handbag, Knapsack, Messenger, Pack, Pocketbook, Portfolio, Pouch, Purse, Rucksack, Sac, Sachet, Sack, Saddlebag, Satchel, Schoolbag, Shoulder, Sling, Tote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,BOOK,OBJBook,OBJ,"Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","Autobiography, Bible, Biography, Book, Bookkeeper, Bookkeeping, Booklet, Bookshop, Bookstore, Brochure, Catalog, Catalogue, Chapter, Codex, Compendium, Compilation, Cookbook, Cover, Daybook, Diary, Dictionary, Directory, Edition, Encyclopedia, Fiction, Guidebook, Handbook, Hardcover, Inventory, Journal, Ledger, Leger, Letters, Literary, Literature, Magazine, Manuscript, Memoir, Non-Fiction, Notebook, Novel, Page, Pamphlet, Paperback, Portfolio, Publication, Publishing, Read, Reading, Scrapbook, Script, Scroll, Sketchbook, Story, Synopsis, Textbook, Tome, Volume, Workbook, Works, Worksheet, Writer, Yearbook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,COIN,OBJCoin,OBJ,"Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","Bank, Cent, Change, Clink, Coinage, Currency, Dime, Dollar, Doubloon, Dump, Euro, Flip, Half-Dollar, Loose, Money, Nickel, Penny, Piggy, Ping, Pound, Quarter, Rouble, Rupee, Shekel, Silver, Spin, Token, Toss, Yen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,CONTAINER,OBJCont,OBJ,"Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","Aquarium, Baggie, Barrel, Basket, Bin, Box, Breadbox, Canister, Canisters, Capsule, Cardboard, Carton, Case, Casket, Chest, Cistern, Contain, Crate, Dispenser, Dumpster, Enclosure, Flask, Holder, Jar, Jars, Jewelry, Lid, Locker, Package, Pill, Plastic, Receptacle, Receptacles, Reliquary, Toolbox, Tray, Trunk, Tupperware, Vase, Vial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,FASHION,OBJFash,OBJ,"Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","Apparel, Attire, Bandana, Belt, Boots, Brush, Clothing, Clutch, Comb, Couture, Eyeliner, Garment, Glasses, Gloves, Handkerchief, Hat, Headband, High-Heels, Lipstick, Makeup, Mascara, Muffs, Outfit, Robe, Sash, Scarf, Shawl, Shoes, Sneakers, Socks, Sunglasses, Suspenders, Ties, Wallet, Wardrobe, Watches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,FURNITURE,OBJFurn,OBJ,"Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","Antiques, Armoires, Bed, Bedframe, Bench, Bookcase, Bookcases, Bookshelf, Buffet, Cabinet, Cabinets, Chair, Chest, Coffee, Console, Couch, Couches, Credenza, Crib, Desk, Dining, Dresser, Dressers, End, Footlocker, Futon, Hutch, Loveseat, Mattress, Mattresses, Nightstand, Ottoman, Rocking, Rugs, Shelf, Shelving, Sideboard, Sofa, Sofas, Stool, Table, Upholstery, Wardrobe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,GARDEN,OBJGrdn,OBJ,"Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","Bath, Bin, Bird, Can, Compost, Composter, Faucet, Feeder, Flower, Gloves, Greenhouse, Hose, Killer, Labels, Plant, Pot, Sculpture, Stake, Stakes, Trellis, Watering, Weed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,GYM,OBJGym,OBJ,"Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","Ball, Band, Bar, Barbell, Bench, Boxing, Dumbbell, Exercise, Fitness, Foam, Gloves, Jump, Kettlebell, Mat, Medicine, Pull-Up, Rack, Resistance, Roller, Rope, Stepper, Weight, Yoga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,HOUSEHOLD,OBJHsehld,OBJ,"Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","Broom, Can, Cleaning, Domestic, Home, House, Mirror, Mop, Rug, Soap, Sponge, Supplies, Trash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,JEWELRY,OBJJewl,OBJ,"Bracelets, necklaces, rings.","Accessories, Adornment, Adornments, Anklet, Bangles, Baubles, Bead, Beaded, Beads, Beadwork, Bling, Bracelet, Bracelets, Bridal, Brooch, Brooches, Cabochons, Charm, Choker, Crown, Cufflink, Cufflinks, Diamond, Diamonds, Earing, Earring, Earrings, Gem, Gemstone, Gemstones, Hairpin, Jewel, Jeweled, Jeweler, Jewelers, Jewelery, Jeweller, Jewellery, Jewels, Locket, Necklace, Necklaces, Nose, Ornament, Ornaments, Pendant, Pendants, Pin, Ring, Tiara, Tie, Trinkets, Watch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,KEYS,OBJKey,OBJ,"Keys jingling, keys movement in lock.","Bicycle, Car, Card, Fob, House, Key, Keychain, Keyes, Keyholes, Keylock, Keyring, Keys, Keyset, Lanyard, Lock, Locker, Mailbox, Master, Office, Padlock, Safe, Skeleton, Unlock, Unlocking, Unlocks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,LUGGAGE,OBJLug,OBJ,"Suitcases, luggage related sounds, handling, opening, packing.","Backpack, Bag, Baggage, Baggages, Bagroom, Bellhop, Carry-On, Carryon, Checked, Cubes, Duffel, Duffels, Duffle, Garment, Knapsack, Knapsacks, Luggage, Packing, Rolling, Rucksack, Samsonite, Satchel, Scale, Skycap, Stow, Stowing, Suitcase, Suitcases, Tag, Toiletry, Trolley, Trunks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,MEDICAL,OBJMed,OBJ,Common objects in hospital or medical office.,"Aid, Bandage, Blood, Brace, Cast, Clamp, Crutches, Cuff, Epipen, Forceps, Gauss, Gauze, Gloves, Hearing, Mask, Meter, Pills, Pressure, Rubber, Scalpel, Specimen, Stethoscope, Surgical, Swab, Syringe, Thermometer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,MISC,OBJMisc,OBJ,Object sounds not fitting another category in this list.,Miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,OFFICE,OBJOffc,OBJ,"Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","Binder, Business, Calculator, Calendar, Can, Card, Chair, Cutter, Desk, Envelope, Folder, Hole, Notepad, Office, Paper, Paperweight, Post-It, Punch, Report, Scissors, Stapler, Supplies, Trash, Tray, Whiteboard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,PACKAGING,OBJPack,OBJ,"Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","Bag, Box, Bubble, Cardboard, Corrugated, Crate, Envelope, Foam, Label, Labeling, Labelling, Labels, Mailing, Overwrap, Package, Packagings, Packed, Packing, Padding, Pallet, Paper, Parcel, Peanuts, Shipment, Shipping, Shrink, Strapping, Stretch, Styrofoam, Unwrapping, Wrap, Wrapper, Wrappers, Wrapping, Wrappings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,TAPE,OBJTape,OBJ,Tape and other tacky sticky type sounds as well. Velcro probably better into CLOTH-RIP as that matches the 'sound' better.,"Adhesive, Cellophane, Double, Double-Sided, Duct, Electrical, Flypaper, Gaffer, Glue, Masking, Medical, Packing, Scotch, Sellotape, Stick, Sticky, Transparent, Velcro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,UMBRELLA,OBJUmbr,OBJ,"Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","Beach, Brolly, Broly, Bumbershoot, Canopy, Compact, Gamp, Golf, Pagoda, Parasol, Patio, Rain, Sunshade, Travel, Umbrella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,WHEELED,OBJWhled,OBJ,"Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","Baby, Barrow, Caddie, Carriage, Cart, Caster, Dolly, Gurney, Hand, Handcart, Luggage, Perambulator, Pram, Pushcart, Rolled, Rolling, Shopping, Skateboard, Stroller, Suitcase, Truck, Wagon, Walker, Wheelbarrow, Wheelchair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,WRITING,OBJWrite,OBJ,"Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","Blotter, Blotting, Board, Calligraphy, Chalk, Charcoal, Crayon, Drafting, Drawing, Dry, Erase, Eraser, Fountain, Handwriting, Highlighter, Ink, Inscription, Lettering, Letters, Marker, Pen, Pencil, Penned, Penning, Print, Printed, Quill, Script, Sharpie, Signature, Spelled, Spelling, Writer, Written",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTS,ZIPPER,OBJZipr,OBJ,"Pant zippers, bag zippers, luggage zippers.","Bag, Closure, Closures, Fastener, Jacket, Pants, Slider, Tent, Zip, Zipper, Zips",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER,FLUTTER,PAPRFltr,PAPR,"Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","Cardboard, Confetti, Crinkling, Fall, Flap, Flapping, Flittering, Flutter, Fluttering, Kraft, Manila, Paper, Papyrus, Parchment, Riffle, Ruffle, Rustle, Rustling, Shake, Tissue, Vellum, Waving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER,FRICTION,PAPRFric,PAPR,Paper and Cardboard. Sliding paper or scraping paper.,"Abrading, Cardboard, Count, Flip, Kraft, Manila, Paper, Papyrus, Parchment, Rub, Rubbing, Scraping, Scratch, Scratching, Scuffing, Sliding, Tissue, Vellum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER,HANDLE,PAPRHndl,PAPR,"Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","Bill, Browse, Cardboard, Clasp, Clutch, Count, Crease, Crinkle, Crumple, Flip, Fold, Grip, Handle, Holder, Kraft, Manila, Page, Paper, Papyrus, Parchment, Peruse, Pull, Roll, Sheet, Throw, Tissue, Toss, Turn, Vellum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER,IMPACT,PAPRImpt,PAPR,"Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","Bump, Cardboard, Drop, Dropped, Hit, Kraft, Magazine, Manila, Newspaper, Paper, Papyrus, Parchment, Punch, Slam, Slap, Smack, Strike, Thump, Tissue, Vellum, Whack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
